Program Index,Program,Program Type,File Reference Type,DDS File,File Usage,Access Type,Device Type,Source File
15152,POPSXFR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,POPSXFR_RPG.txt
15152,POPSXFR,RPG,Database File,CAAFREL1IF,Unknown,Full Procedural,DISK,POPSXFR_RPG.txt
15152,POPSXFR,RPG,Database File,OPBFCPL1IF,Unknown,Full Procedural,DISK,POPSXFR_RPG.txt
15152,POPSXFR,RPG,Database File,CABZREL1IF,Unknown,Full Procedural,DISK,POPSXFR_RPG.txt
15152,POPSXFR,RPG,Database File,CAADREL1IF,Unknown,Full Procedural,DISK,POPSXFR_RPG.txt
15152,POPSXFR,RPG,Database File,CAB7CPLZIF,Unknown,Full Procedural,DISK,POPSXFR_RPG.txt
15152,POPSXFR,RPG,Database File,POB2CPL1IF,Unknown,Full Procedural,DISK,POPSXFR_RPG.txt
15152,POPSXFR,RPG,Database File,PPAAREL3IF,Unknown,Full Procedural,DISK,POPSXFR_RPG.txt
15152,POPSXFR,RPG,Database File,PPABREL1IF,Unknown,Full Procedural,DISK,POPSXFR_RPG.txt
15152,POPSXFR,RPG,Database File,POB2CPL0UF,Unknown,Full Procedural,DISK,POPSXFR_RPG.txt
15156,POPZEFR,RPG,Database File,CAVLLSL0IF,Unknown,Full Procedural,DISK,POPZEFR_RPG.txt
15156,POPZEFR,RPG,Database File,POB4REL1IF,Unknown,Full Procedural,DISK,POPZEFR_RPG.txt
15156,POPZEFR,RPG,Database File,CAABREL1IF,Unknown,Full Procedural,DISK,POPZEFR_RPG.txt
15156,POPZEFR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,POPZEFR_RPG.txt
15156,POPZEFR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,POPZEFR_RPG.txt
15156,POPZEFR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,POPZEFR_RPG.txt
15156,POPZEFR,RPG,Database File,POB4REL0UF,Unknown,Full Procedural,DISK,POPZEFR_RPG.txt
15160,POQ2XFR,RPG,Database File,CABBREL1IF,Unknown,Full Procedural,DISK,POQ2XFR_RPG.txt
15160,POQ2XFR,RPG,Database File,PNF7REL1IF,Unknown,Full Procedural,DISK,POQ2XFR_RPG.txt
15163,POQ6EFR,RPG,Database File,CAVLLSL0IF,Unknown,Full Procedural,DISK,POQ6EFR_RPG.txt
15163,POQ6EFR,RPG,Database File,POB7REL2IF,Unknown,Full Procedural,DISK,POQ6EFR_RPG.txt
15163,POQ6EFR,RPG,Database File,CAABREL3IF,Unknown,Full Procedural,DISK,POQ6EFR_RPG.txt
15163,POQ6EFR,RPG,Database File,PDI0REL1IF,Unknown,Full Procedural,DISK,POQ6EFR_RPG.txt
15163,POQ6EFR,RPG,Database File,OMBYREL1IF,Unknown,Full Procedural,DISK,POQ6EFR_RPG.txt
15163,POQ6EFR,RPG,Database File,PDLLREL1IF,Unknown,Full Procedural,DISK,POQ6EFR_RPG.txt
15163,POQ6EFR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,POQ6EFR_RPG.txt
15163,POQ6EFR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,POQ6EFR_RPG.txt
15163,POQ6EFR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,POQ6EFR_RPG.txt
15163,POQ6EFR,RPG,Database File,POB7REL0UF,Unknown,Full Procedural,DISK,POQ6EFR_RPG.txt
15166,POQ7PVR,RPG,Database File,CAVLLSL0IF,Unknown,Full Procedural,DISK,POQ7PVR_RPG.txt
15166,POQ7PVR,RPG,Database File,PDI0REL1IF,Unknown,Full Procedural,DISK,POQ7PVR_RPG.txt
15166,POQ7PVR,RPG,Database File,PDLLREL1IF,Unknown,Full Procedural,DISK,POQ7PVR_RPG.txt
15166,POQ7PVR,RPG,Database File,OMBYREL1IF,Unknown,Full Procedural,DISK,POQ7PVR_RPG.txt
15166,POQ7PVR,RPG,Database File,CAABREL3IF,Unknown,Full Procedural,DISK,POQ7PVR_RPG.txt
15166,POQ7PVR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,POQ7PVR_RPG.txt
15166,POQ7PVR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,POQ7PVR_RPG.txt
15166,POQ7PVR,RPG,Database File,CAADREL9IF,Unknown,Full Procedural,DISK,POQ7PVR_RPG.txt
15166,POQ7PVR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,POQ7PVR_RPG.txt
15168,POQ8XFR,RPG,Database File,PDI1REL1IF,Unknown,Full Procedural,DISK,POQ8XFR_RPG.txt
15168,POQ8XFR,RPG,Database File,PDIZREL1IF,Unknown,Full Procedural,DISK,POQ8XFR_RPG.txt
15168,POQ8XFR,RPG,Database File,PDI4REL1IF,Unknown,Full Procedural,DISK,POQ8XFR_RPG.txt
15168,POQ8XFR,RPG,Database File,PDJ0REL1IF,Unknown,Full Procedural,DISK,POQ8XFR_RPG.txt
15168,POQ8XFR,RPG,Database File,PDJ1REL1IF,Unknown,Full Procedural,DISK,POQ8XFR_RPG.txt
15168,POQ8XFR,RPG,Database File,POB7REL2IF,Unknown,Full Procedural,DISK,POQ8XFR_RPG.txt
15168,POQ8XFR,RPG,Database File,PDI4REL3IF,Unknown,Full Procedural,DISK,POQ8XFR_RPG.txt
15168,POQ8XFR,RPG,Database File,POB8REL1IF,Unknown,Full Procedural,DISK,POQ8XFR_RPG.txt
15168,POQ8XFR,RPG,Database File,PDI4REL5IF,Unknown,Full Procedural,DISK,POQ8XFR_RPG.txt
15168,POQ8XFR,RPG,Database File,CABZRELFIF,Unknown,Full Procedural,DISK,POQ8XFR_RPG.txt
15168,POQ8XFR,RPG,Database File,PDI4REL0UF,Unknown,Full Procedural,DISK,POQ8XFR_RPG.txt
15168,POQ8XFR,RPG,Database File,PDIZREL0UF,Unknown,Full Procedural,DISK,POQ8XFR_RPG.txt
15168,POQ8XFR,RPG,Database File,PDJ0REL0UF,Unknown,Full Procedural,DISK,POQ8XFR_RPG.txt
15168,POQ8XFR,RPG,Database File,PDJ1REL0UF,Unknown,Full Procedural,DISK,POQ8XFR_RPG.txt
15168,POQ8XFR,RPG,Database File,PDI1REL0UF,Unknown,Full Procedural,DISK,POQ8XFR_RPG.txt
15171,POQAPVR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,POQAPVR_RPG.txt
15171,POQAPVR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,POQAPVR_RPG.txt
15171,POQAPVR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,POQAPVR_RPG.txt
15174,POQCXFR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,POQCXFR_RPG.txt
15174,POQCXFR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,POQCXFR_RPG.txt
15174,POQCXFR,RPG,Database File,POB2CPL1IF,Unknown,Full Procedural,DISK,POQCXFR_RPG.txt
15174,POQCXFR,RPG,Database File,POB3CPL1IF,Unknown,Full Procedural,DISK,POQCXFR_RPG.txt
15174,POQCXFR,RPG,Database File,POB3CPL0IF,Unknown,Full Procedural,DISK,POQCXFR_RPG.txt
15176,POQDXFR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,POQDXFR_RPG.txt
15176,POQDXFR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,POQDXFR_RPG.txt
15176,POQDXFR,RPG,Database File,POB2CPL1IF,Unknown,Full Procedural,DISK,POQDXFR_RPG.txt
15176,POQDXFR,RPG,Database File,CAAFREL6IF,Unknown,Full Procedural,DISK,POQDXFR_RPG.txt
15176,POQDXFR,RPG,Database File,POB2CPL0UF,Unknown,Full Procedural,DISK,POQDXFR_RPG.txt
15178,POQEXFR,RPG,Database File,CAB7CPLVIF,Unknown,Full Procedural,DISK,POQEXFR_RPG.txt
15178,POQEXFR,RPG,Database File,POB2CPL3IF,Unknown,Full Procedural,DISK,POQEXFR_RPG.txt
15178,POQEXFR,RPG,Database File,POB2CPL0IF,Unknown,Full Procedural,DISK,POQEXFR_RPG.txt
15181,POQFPVR,RPG,Database File,CAABREL4IF,Unknown,Full Procedural,DISK,POQFPVR_RPG.txt
15181,POQFPVR,RPG,Database File,CAATREL1IF,Unknown,Full Procedural,DISK,POQFPVR_RPG.txt
15181,POQFPVR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,POQFPVR_RPG.txt
15181,POQFPVR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,POQFPVR_RPG.txt
15181,POQFPVR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,POQFPVR_RPG.txt
15184,POQGDFR,RPG,Database File,POB6CPL2IF,Unknown,Full Procedural,DISK,POQGDFR_RPG.txt
15184,POQGDFR,RPG,Database File,CAABREL3IF,Unknown,Full Procedural,DISK,POQGDFR_RPG.txt
15184,POQGDFR,RPG,Database File,CAADREL3IF,Unknown,Full Procedural,DISK,POQGDFR_RPG.txt
15184,POQGDFR,RPG,Database File,OPBFCPLOIF,Unknown,Full Procedural,DISK,POQGDFR_RPG.txt
15184,POQGDFR,RPG,Database File,OMFJCPL0IF,Unknown,Full Procedural,DISK,POQGDFR_RPG.txt
15184,POQGDFR,RPG,Database File,CAADREL9IF,Unknown,Full Procedural,DISK,POQGDFR_RPG.txt
15184,POQGDFR,RPG,Database File,OPBGWKLAIF,Unknown,Full Procedural,DISK,POQGDFR_RPG.txt
15184,POQGDFR,RPG,Database File,CAADREL1IF,Unknown,Full Procedural,DISK,POQGDFR_RPG.txt
15184,POQGDFR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,POQGDFR_RPG.txt
15184,POQGDFR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,POQGDFR_RPG.txt
15184,POQGDFR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,POQGDFR_RPG.txt
15186,POQHXFR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,POQHXFR_RPG.txt
15186,POQHXFR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,POQHXFR_RPG.txt
15186,POQHXFR,RPG,Database File,POB2CPL1IF,Unknown,Full Procedural,DISK,POQHXFR_RPG.txt
15186,POQHXFR,RPG,Database File,PPAAREL3IF,Unknown,Full Procedural,DISK,POQHXFR_RPG.txt
15186,POQHXFR,RPG,Database File,PPABREL1IF,Unknown,Full Procedural,DISK,POQHXFR_RPG.txt
15186,POQHXFR,RPG,Database File,POB2CPL0UF,Unknown,Full Procedural,DISK,POQHXFR_RPG.txt
15189,POQJDFR,RPG,Database File,CAVLLSL0IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,OPBGWKN3IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,CAADREL1IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,CAAFREL1IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,OMBYREL1IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,CABZREL1IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,PDI8CPL4IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,PDI9CPL9IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,CADPREL1IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,CAAFREL9IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,OPBFCPL1IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,OMFJCPL0IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,PDKNCPL1IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,PPBKCPL3IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,CAAFREL6IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,CAAFREL3IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,OPBGWKL1IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,OPBFCPL8IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,CAADREL9IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,CAABREL3IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,OPC0REL1IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,OMFLCPL1IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,PPBUREL1IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,OMFLCPL2IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,OPBFCPLJIF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,PMFDREL2IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,OPBFCPLOIF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,CAAFREL8IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,OPBGWKLAIF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,OPBGWKL0UF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,OMFJCPL1UF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,OMFLCPL0UF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15189,POQJDFR,RPG,Database File,OPBFCPL0UF,Unknown,Full Procedural,DISK,POQJDFR_RPG.txt
15191,POQKXFR,RPG,Database File,OPBFCPL1IF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,PMFDREL2IF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,OPBFCPLOIF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,CAAFREL8IF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,CAAFREL1IF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,CAAFREL3IF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,PDJCCPL1IF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,PDI8CPL1IF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,PDI8CPL4IF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,PDKNCPL1IF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,CABZREL1IF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,CAADREL1IF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,CAADREL3IF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,POB6CPL3IF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,POB6CPL1IF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,CAAFREL6IF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,PDKNCPL0UF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,PDI8CPL0UF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15191,POQKXFR,RPG,Database File,POB6CPL0UF,Unknown,Full Procedural,DISK,POQKXFR_RPG.txt
15194,POQLDFR,RPG,Database File,PDKLREL2IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,CAAFREL1IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,CAABREL3IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,PDKKREL1IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,CAADREL3IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,CAADREL8IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,CAB0RELJIF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,CABZREL1IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,CAADREL1IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,CAB1REL4IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,POB5CPL4IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,OPEYCPL1IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,PDI8CPL1IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,CAB7CPLJIF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,OPBGWKLFIF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,OPBFCPL1IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,CAADREL9IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,CABZREL7IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,PDIOREL3IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15194,POQLDFR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,POQLDFR_RPG.txt
15197,POQMD1R,RPG,Database File,CABZREL1IF,Unknown,Full Procedural,DISK,POQMD1R_RPG.txt
15197,POQMD1R,RPG,Database File,PMFDREL2IF,Unknown,Full Procedural,DISK,POQMD1R_RPG.txt
15197,POQMD1R,RPG,Database File,PBBFREL1IF,Unknown,Full Procedural,DISK,POQMD1R_RPG.txt
15197,POQMD1R,RPG,Database File,CAABREL1IF,Unknown,Full Procedural,DISK,POQMD1R_RPG.txt
15197,POQMD1R,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,POQMD1R_RPG.txt
15197,POQMD1R,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,POQMD1R_RPG.txt
15197,POQMD1R,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,POQMD1R_RPG.txt
15199,POQNXFR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,POQNXFR_RPG.txt
15199,POQNXFR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,POQNXFR_RPG.txt
15199,POQNXFR,RPG,Database File,POB2CPL1IF,Unknown,Full Procedural,DISK,POQNXFR_RPG.txt
15199,POQNXFR,RPG,Database File,CABZREL1IF,Unknown,Full Procedural,DISK,POQNXFR_RPG.txt
15199,POQNXFR,RPG,Database File,POB2CPL0UF,Unknown,Full Procedural,DISK,POQNXFR_RPG.txt
15201,POQOXFR,RPG,Database File,PDKNCPL1IF,Unknown,Full Procedural,DISK,POQOXFR_RPG.txt
15201,POQOXFR,RPG,Database File,POB5CPL1IF,Unknown,Full Procedural,DISK,POQOXFR_RPG.txt
15201,POQOXFR,RPG,Database File,POB6CPL1IF,Unknown,Full Procedural,DISK,POQOXFR_RPG.txt
15201,POQOXFR,RPG,Database File,OPBGWKLIIF,Unknown,Full Procedural,DISK,POQOXFR_RPG.txt
15201,POQOXFR,RPG,Database File,OPBFCPL1IF,Unknown,Full Procedural,DISK,POQOXFR_RPG.txt
15201,POQOXFR,RPG,Database File,PDKNCPL0UF,Unknown,Full Procedural,DISK,POQOXFR_RPG.txt
15201,POQOXFR,RPG,Database File,POB5CPL0UF,Unknown,Full Procedural,DISK,POQOXFR_RPG.txt
15201,POQOXFR,RPG,Database File,POB6CPL0UF,Unknown,Full Procedural,DISK,POQOXFR_RPG.txt
15201,POQOXFR,RPG,Database File,OPBGWKL0UF,Unknown,Full Procedural,DISK,POQOXFR_RPG.txt
15203,POQPXFR,RPG,Database File,OPBGWKLGIF,Unknown,Full Procedural,DISK,POQPXFR_RPG.txt
15203,POQPXFR,RPG,Database File,OPBGWKL0UF,Unknown,Full Procedural,DISK,POQPXFR_RPG.txt
15204,POQQUPR,RPG,Database File,CUTOUT,Input,Full Procedural,DISK,POQQUPR.txt
15204,POQQUPR,RPG,Database File,PDLICPL0O,Unknown,Full Procedural,DISK,POQQUPR.txt
15206,POQRXFR,RPG,Database File,CABZREL1IF,Unknown,Full Procedural,DISK,POQRXFR_RPG.txt
15206,POQRXFR,RPG,Database File,OPBGWKLFIF,Unknown,Full Procedural,DISK,POQRXFR_RPG.txt
15206,POQRXFR,RPG,Database File,OPBFCPL1IF,Unknown,Full Procedural,DISK,POQRXFR_RPG.txt
15206,POQRXFR,RPG,Database File,PDKNCPL1IF,Unknown,Full Procedural,DISK,POQRXFR_RPG.txt
15206,POQRXFR,RPG,Database File,OPBGWKL0UF,Unknown,Full Procedural,DISK,POQRXFR_RPG.txt
15206,POQRXFR,RPG,Database File,PDKNCPL0UF,Unknown,Full Procedural,DISK,POQRXFR_RPG.txt
15206,POQRXFR,RPG,Database File,CABZREL0UF,Unknown,Full Procedural,DISK,POQRXFR_RPG.txt
15207,POQTXFR,RPG,Database File,OMFJCPLVIF,Unknown,Full Procedural,DISK,POQTXFR.txt
15207,POQTXFR,RPG,Database File,OMFLCPL1IF,Unknown,Full Procedural,DISK,POQTXFR.txt
15207,POQTXFR,RPG,Database File,OPBGWKL1IF,Unknown,Full Procedural,DISK,POQTXFR.txt
15207,POQTXFR,RPG,Database File,OPBGWKL0UF,Unknown,Full Procedural,DISK,POQTXFR.txt
15210,POQUDFR,RPG,Database File,PDKLREL2IF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,CAAFREL1IF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,CAABREL3IF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,PDKKREL1IF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,CAADREL3IF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,CAADREL8IF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,CAB0RELJIF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,CABZREL1IF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,PDL5CPL1IF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,CAB0RELCIF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,OPBGWKLFIF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,OPBFCPL1IF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,OPBGWKM4IF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,OPBGWKLUIF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,CAADREL1IF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,CAADREL9IF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,CABZREL7IF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,CAADRELBIF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,CADRREL1IF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,CADTREL1IF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15210,POQUDFR,RPG,Database File,CADNREL2IF,Unknown,Full Procedural,DISK,POQUDFR_RPG.txt
15212,POQVXFR,RPG,Database File,PDKNCPL1IF,Unknown,Full Procedural,DISK,POQVXFR_RPG.txt
15212,POQVXFR,RPG,Database File,OPBFCPL1IF,Unknown,Full Procedural,DISK,POQVXFR_RPG.txt
15212,POQVXFR,RPG,Database File,POB6CPL1IF,Unknown,Full Procedural,DISK,POQVXFR_RPG.txt
15212,POQVXFR,RPG,Database File,POB5CPL1IF,Unknown,Full Procedural,DISK,POQVXFR_RPG.txt
15212,POQVXFR,RPG,Database File,PDKNCPL0UF,Unknown,Full Procedural,DISK,POQVXFR_RPG.txt
15212,POQVXFR,RPG,Database File,POB6CPL0UF,Unknown,Full Procedural,DISK,POQVXFR_RPG.txt
15212,POQVXFR,RPG,Database File,POB5CPL0UF,Unknown,Full Procedural,DISK,POQVXFR_RPG.txt
15214,POQWXFR,RPG,Database File,PDIOREL5IF,Unknown,Full Procedural,DISK,POQWXFR_RPG.txt
15216,POQXXFR,RPG,Database File,PDI8CPLLIF,Unknown,Full Procedural,DISK,POQXXFR_RPG.txt
15216,POQXXFR,RPG,Database File,PDI8CPL0UF,Unknown,Full Procedural,DISK,POQXXFR_RPG.txt
15219,POQYPFR,RPG,Database File,CABZRELGIF,Unknown,Full Procedural,DISK,POQYPFR_RPG.txt
15219,POQYPFR,RPG,Database File,PDIOREL8IF,Unknown,Full Procedural,DISK,POQYPFR_RPG.txt
15219,POQYPFR,RPG,Database File,OMBYREL1IF,Unknown,Full Procedural,DISK,POQYPFR_RPG.txt
15220,POQZPFR,RPG,Database File,ARBDCPL6IF,Unknown,Full Procedural,DISK,POQZPFR.txt
15220,POQZPFR,RPG,Database File,CABBREL1IF,Unknown,Full Procedural,DISK,POQZPFR.txt
